3	2	8	29	77	59	21	11	6	
11	25	43	50	78	25	3	0	7	
163	182	65	26	0	0	6	11	117	
34	0	35	15	67	21	150	72	44	
58	50	18	17	34	13	119	55	50	
130	149	52	47	24	22	11	24	39	
11	6	9	23	90	67	10	6	9	
52	18	18	17	2	6	6	13	13	
10	4	4	13	20	2	6	6	0	
4	0	4	0	0	0	1	0	0	
18	4	7	3	22	2	4	6	0	
13	0	4	2	17	2	3	0	0	
11	4	3	2	12	0	3	4	0	
8	0	0	2	8	2	0	0	0	
20	0	7	2	8	0	3	2	0	
12	2	13	2	9	0	1	0	0	
15	0	5	0	6	0	4	0	0	
18	5	24	8	18	5	7	2	3	
7	8	6	16	33	17	9	2	0	
16	6	13	10	21	0	3	2	0	
5	0	5	0	24	0	4	0	0	
7	2	3	0	0	0	0	2	0	
25	5	12	22	41	14	2	10	6	
18	0	0	0	4	5	34	19	3	
12	0	5	8	30	0	5	2	0	
10	0	7	2	19	0	9	2	0	
23	22	22	26	17	0	5	0	0	
7	2	4	5	21	48	24	2	8	
14	0	3	2	12	15	19	4	0	
13	0	1	0	23	10	29	7	3	
12	4	29	6	15	0	4	2	0	
26	0	6	2	18	4	8	6	0	
11	12	3	16	42	60	33	20	31	
42	12	24	34	21	19	2	16	10	
240	90	10	2	0	0	0	47	97	
200	179	89	15	7	6	6	2	73	
70	39	47	60	29	69	46	21	22	
215	139	43	12	0	0	24	26	35	
18	16	1	7	25	41	29	18	33	
47	14	28	7	1	5	12	16	12	
12	2	5	0	25	2	6	2	0	
27	2	3	0	12	2	3	0	0	
7	0	8	0	10	0	1	0	0	
2	0	9	0	21	0	4	0	0	
10	4	5	2	16	2	12	2	0	
10	2	4	0	17	0	7	4	3	
19	0	9	4	8	0	4	0	0	
22	0	2	0	18	0	3	0	0	
12	6	14	2	13	2	2	4	0	
14	2	19	4	19	22	3	5	0	
23	9	14	6	16	2	1	0	0	
8	0	1	0	19	8	4	0	0	
12	0	3	2	30	8	10	0	0	
6	0	2	0	27	4	11	0	0	
14	0	1	3	19	36	35	8	8	
17	10	9	8	46	6	22	13	11	
5	0	4	0	20	0	7	0	0	
5	0	6	4	28	0	3	0	0	
17	7	11	12	45	9	10	12	10	
0	11	19	39	52	5	4	0	0	
16	0	2	0	40	2	6	0	0	
16	0	9	0	9	0	6	2	0	
15	0	9	0	16	0	5	0	0	
10	2	2	4	17	12	11	8	0	
6	2	4	38	163	92	41	0	0	
31	5	14	19	47	59	27	67	53	
208	68	4	14	9	3	11	29	221	
192	195	4	12	3	2	19	91	142	
235	5	8	13	8	6	11	10	96	
160	20	2	3	2	7	5	20	247	
46	11	37	31	21	13	6	13	9	
60	17	10	7	11	6	2	8	7	
10	4	3	2	29	4	8	11	0	
13	2	0	7	22	0	3	2	0	
7	4	10	2	12	0	2	4	0	
6	0	7	0	21	0	8	0	0	
13	0	3	2	10	2	12	2	0	
14	0	5	2	19	0	4	4	0	
15	0	4	0	8	0	7	2	0	
12	2	2	0	13	0	4	0	0	
8	2	3	8	28	0	12	6	0	
11	4	8	2	43	7	10	6	0	
15	4	7	2	45	5	10	4	3	
8	4	3	5	31	24	13	0	0	
12	7	9	12	32	4	4	0	0	
3	0	0	16	71	40	3	2	0	
3	3	5	14	54	19	10	2	0	
5	4	13	15	57	33	12	2	0	
7	2	8	0	41	16	17	0	0	
9	0	8	4	33	4	5	0	0	
10	0	10	0	28	7	4	0	0	
13	0	6	2	24	2	5	0	0	
10	2	6	7	31	7	2	0	3	
4	0	2	2	18	7	3	0	0	
6	0	2	0	7	0	4	0	0	
10	0	2	0	5	0	6	0	0	
21	17	21	47	55	29	8	6	4	
24	27	36	40	28	51	28	25	11	
200	12	0	6	2	0	61	281	100	
96	36	9	0	1	4	70	279	102	
104	26	23	32	18	41	38	119	54	
135	16	1	7	2	3	46	156	154	
36	23	22	15	39	18	9	2	4	
51	4	5	5	6	0	1	0	0	
2	0	0	0	2	0	0	0	0	
10	0	2	0	4	0	4	0	0	
31	4	13	4	6	0	3	2	0	
7	2	3	0	32	0	5	0	0	
12	0	4	2	13	15	15	6	3	
11	0	2	0	7	0	2	0	0	
13	0	12	0	8	0	2	4	0	
14	0	0	0	7	0	0	0	0	
14	2	7	6	34	0	6	4	0	
19	8	12	35	22	21	9	12	0	
9	2	10	6	35	14	2	2	0	
14	2	5	10	33	30	7	5	0	
13	2	10	8	50	8	6	3	0	
22	11	9	17	40	3	7	5	3	
11	12	4	10	24	7	8	0	0	
3	8	7	62	56	40	8	0	3	
13	6	6	8	46	16	9	8	0	
13	2	2	5	20	30	9	7	0	
8	0	5	0	21	2	11	0	0	
7	2	10	27	42	9	3	0	0	
19	2	4	10	37	4	5	2	0	
10	2	5	9	35	10	7	4	0	
4	0	1	0	22	6	10	2	3	
2	0	6	16	33	0	0	0	0	
17	7	15	4	46	31	14	11	4	
12	14	7	31	41	16	21	12	0	
48	15	5	2	2	8	50	377	139	
112	5	3	0	6	11	63	176	62	
30	18	31	24	29	86	41	196	129	
28	11	1	4	0	11	76	421	217	
21	0	7	0	11	4	30	34	7	
15	0	8	2	9	0	6	2	0	
26	2	2	0	12	0	10	2	3	
11	0	3	0	10	2	12	0	0	
39	6	11	0	5	0	7	4	0	
18	2	6	8	27	3	9	0	0	
26	6	15	22	22	3	2	6	0	
16	2	6	2	7	0	7	4	0	
9	2	11	0	11	0	1	2	0	
9	4	13	18	35	6	0	0	0	
19	7	17	10	12	13	9	7	3	
9	8	20	22	30	9	6	0	0	
23	18	56	30	16	5	2	0	0	
8	2	9	12	39	31	6	2	0	
7	6	2	25	88	22	5	2	0	
7	4	4	58	90	27	3	2	0	
7	2	5	9	54	53	28	28	12	
14	9	5	12	35	15	9	2	4	
11	2	6	4	22	17	20	13	3	
6	2	7	10	25	8	11	2	0	
11	5	14	19	49	18	8	2	0	
24	0	13	6	42	32	18	8	3	
9	0	8	0	51	30	9	8	0	
16	2	2	6	21	8	17	4	9	
23	2	4	4	40	5	0	0	0	
12	0	7	20	39	10	7	4	0	
45	11	10	9	98	64	8	12	4	
10	12	24	51	32	48	18	14	3	
21	8	0	6	19	41	66	135	63	
24	2	32	20	41	27	132	222	78	
145	25	9	6	2	14	21	141	158	
25	10	19	2	21	15	72	91	203	
83	2	2	0	2	0	14	149	166	
22	2	6	0	16	0	4	2	0	
8	2	8	4	21	0	5	2	0	
21	2	1	2	15	2	9	2	0	
22	0	1	0	15	0	17	10	0	
13	4	11	6	21	0	6	0	0	
15	0	6	4	9	6	10	12	0	
21	4	5	0	7	0	5	0	0	
16	0	9	2	7	0	8	0	0	
46	2	5	3	24	15	9	9	3	
22	24	42	39	8	15	14	12	3	
13	5	12	19	33	15	16	0	0	
26	6	17	16	31	2	6	0	0	
6	5	7	9	57	16	29	2	0	
8	10	46	55	40	10	2	4	0	
4	4	23	42	65	8	10	0	0	
33	11	10	16	35	24	23	23	10	
7	3	21	26	37	33	42	19	7	
11	4	9	23	69	44	13	3	0	
9	0	4	44	65	29	11	5	0	
0	5	25	65	60	13	3	0	0	
10	6	16	37	88	17	10	2	3	
18	0	7	7	28	13	12	28	9	
28	11	16	5	23	8	15	15	4	
17	7	4	14	34	20	11	5	0	
12	2	10	32	48	2	3	2	0	
8	17	16	59	66	18	16	2	3	
29	5	17	18	67	17	15	17	8	
16	4	10	23	24	54	35	28	21	
67	40	32	16	2	0	34	226	348	
49	25	1	11	18	8	43	300	136	
64	56	30	60	41	17	37	13	19	
141	4	3	0	0	2	0	154	319	
12	2	5	0	12	0	2	2	3	
6	0	6	0	24	0	7	0	0	
19	0	3	0	16	0	1	0	0	
21	8	7	0	8	0	9	2	0	
19	10	17	4	20	0	1	4	3	
18	6	9	9	17	11	5	5	3	
22	0	9	0	9	0	8	6	0	
17	0	3	2	5	2	9	0	0	
27	0	14	0	14	0	7	8	0	
32	0	5	9	16	28	10	2	10	
34	2	10	2	19	28	13	16	0	
21	20	16	35	33	15	14	23	3	
12	7	27	37	59	20	5	2	0	
8	7	18	31	55	19	14	6	3	
13	16	11	24	42	14	13	7	0	
8	8	31	57	45	21	12	0	0	
11	12	32	50	47	19	10	2	0	
22	11	15	15	32	21	17	8	7	
16	9	14	26	54	33	11	7	0	
29	10	5	25	61	28	12	5	0	
13	6	9	36	27	25	14	0	3	
23	2	19	80	72	24	31	3	4	
13	31	23	52	17	15	44	23	14	
4	15	8	34	31	30	7	0	0	
6	0	1	0	36	29	10	2	0	
21	20	25	22	32	20	22	4	7	
24	14	15	16	24	32	16	6	3	
23	2	12	45	50	22	24	4	4	
49	7	7	3	2	24	121	250	124	
38	25	3	7	28	26	181	190	35	
